instance_id	batch_id	cmap_name	INN1	concentration (M)	duration (h)	cell2	array3	perturbation_scan_id	vehicle_scan_id4	scanner	vehicle	vendor	catalog_number	catalog_name
1773	641	1,4-chrysenequinone		0.0000154	6	HL60	HG-U133A	640641112706.D09	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	615	Chrysene-1,4-quinone [100900-16-1]
1774	641	pseudopelletierine		0.000021	6	HL60	HG-U133A	640641112706.D11	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	625	Pseudopelletierine hydrochloride [6164-62-1]
1775	641	hydroquinine		0.0000094	6	HL60	HG-U133A	640641112706.D12	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	635	Hydroquinine hydrobromide hydrate [304695-81-6]
1776	641	physostigmine		0.0000062	6	HL60	HG-U133A	640641112706.C07	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	566	Eserine sulfate, physostigmine sulfate [64-47-1]
1777	641	acepromazine	INN	0.000009	6	HL60	HG-U133A	640641112706.C08	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	576	Acetopromazine maleate salt [3598-37-6]
1778	641	berberine		0.0000108	6	HL60	HG-U133A	640641112706.C09	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	586	Berberine chloride [633-65-8]
1779	641	convolamine		0.0000118	6	HL60	HG-U133A	640641112706.C10	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	596	Convolamine hydrochloride [500-56-1]
1780	641	cinchonidine		0.0000136	6	HL60	HG-U133A	640641112706.C11	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	606	(-)-Cinchonidine [485-71-2]
1781	641	demecarium bromide	INN	0.0000056	6	HL60	HG-U133A	640641112706.C12	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	616	Demecarium bromide [56-94-0]
1782	641	racecadotril	INN	0.0000104	6	HL60	HG-U133A	640641112706.B07	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	626	Racecadotril [81110-73-8]
1783	641	epivincamine		0.0000112	6	HL60	HG-U133A	640641112706.B08	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	636	Epivincamine [6835-99-0]
1784	641	aconitine		0.0000062	6	HL60	HG-U133A	640641112706.B09	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	567	Aconitine [302-27-2]
1785	641	trichostatin A		0.0000001	6	HL60	HG-U133A	640641112706.B10	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
1786	641	(+)-chelidonine		0.0000108	6	HL60	HG-U133A	640641112706.A07	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	587	Chelidonine monohydrate (+) [476-32-4]
1787	641	isocorydine		0.0000118	6	HL60	HG-U133A	640641112706.A08	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	597	Isocorydine (+) [475-67-2]
1788	641	vinburnine	INN	0.0000136	6	HL60	HG-U133A	640641112706.A09	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	607	Eburnamonine (-) [4880-88-0]
1789	641	quipazine	INN	0.000009	6	HL60	HG-U133A	640641112706.A10	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	617	Quipazine dimaleate salt [4774-24-7]
1790	641	folic acid	INN	0.000009	6	HL60	HG-U133A	640641112706.A11	.H07.G08.E09.D10.B11.A12	GS3000	DMSO	Prestwick Chemical	627	Folic acid [59-30-3]
1791	628	8-azaguanine		0.0000262	6	PC3	HT_HG-U133A	5500024024213121906564.H02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	1	Azaguanine-8 [134-58-7]
1792	628	meticrane	INN	0.0000146	6	PC3	HT_HG-U133A	5500024024213121906564.H03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	11	Meticrane [1084-65-7]
1793	628	trichostatin A		0.0000001	6	PC3	HT_HG-U133A	5500024024213121906564.H04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
1794	628	sulfaphenazole	INN	0.0000128	6	PC3	HT_HG-U133A	5500024024213121906564.H05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	21	Sulfaphenazole [526-08-9]
1795	628	chloramphenicol	INN	0.0000124	6	PC3	HT_HG-U133A	5500024024213121906564.H06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	31	Chloramphenicol [56-75-7]
1796	628	procaine	INN	0.0000146	6	PC3	HT_HG-U133A	5500024024213121906564.G01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	41	Procaine hydrochloride [51-05-8]
1797	628	metrifonate	INN	0.0000156	6	PC3	HT_HG-U133A	5500024024213121906564.G03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	51	Trichlorfon [52-68-6]
1798	628	morantel	INN	0.0000108	6	PC3	HT_HG-U133A	5500024024213121906564.G04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	61	Morantel tartrate [26155-31-7]
1799	628	todralazine	INN	0.0000148	6	PC3	HT_HG-U133A	5500024024213121906564.G05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	71	Todralazine hydrochloride [3778-76-5]
1800	628	allantoin		0.0000252	6	PC3	HT_HG-U133A	5500024024213121906564.G06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	2	Allantoin [97-59-6]
1801	628	benzonatate	INN	0.0000066	6	PC3	HT_HG-U133A	5500024024213121906564.F01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	12	Benzonatate [104-31-4]
1802	628	dexpanthenol	INN	0.0000194	6	PC3	HT_HG-U133A	5500024024213121906564.F02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	22	Panthenol (D) [81-13-0]
1803	628	epirizole	INN	0.000017	6	PC3	HT_HG-U133A	5500024024213121906564.F03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	32	Epirizole [18694-40-1]
1804	628	moxisylyte	INN	0.0000126	6	PC3	HT_HG-U133A	5500024024213121906564.F04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	42	Moxisylyte hydrochoride [964-52-3]
1805	628	carbamazepine	INN	0.000017	6	PC3	HT_HG-U133A	5500024024213121906564.F05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	52	Carbamazepine [298-46-4]
1806	628	homatropine		0.0000112	6	PC3	HT_HG-U133A	5500024024213121906564.F06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	62	Homatropine hydrobromide (R,S) [51-56-9]
1807	628	imipramine	INN	0.0000126	6	PC3	HT_HG-U133A	'5500024024213121906564.E01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	72	Imipramine hydrochloride [113-52-0]
1808	628	acetazolamide	INN	0.000018	6	PC3	HT_HG-U133A	'5500024024213121906564.E02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	3	Acetazolamide [59-66-5]
1809	628	hydroflumethiazide	INN	0.000012	6	PC3	HT_HG-U133A	'5500024024213121906564.E04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	13	Hydroflumethiazide [135-09-1]
1810	628	sulfadiazine	INN	0.000016	6	PC3	HT_HG-U133A	'5500024024213121906564.E05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	23	Sulfadiazine [68-35-9]
1811	628	diprophylline	INN	0.0000158	6	PC3	HT_HG-U133A	'5500024024213121906564.E06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	33	Diprophylline [479-18-5]
1812	628	betazole	INN	0.000027	6	PC3	HT_HG-U133A	5500024024213121906564.D01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	43	Betazole hydrochloride
1813	628	triflupromazine	INN	0.0000102	6	PC3	HT_HG-U133A	5500024024213121906564.D02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	53	Triflupromazine hydrochloride [1098-60-8]
1814	628	nifedipine	INN	0.0000116	6	PC3	HT_HG-U133A	5500024024213121906564.D03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	63	Nifedipine [21829-25-4]
1815	628	sulindac	INN	0.0000112	6	PC3	HT_HG-U133A	5500024024213121906564.D05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	73	Sulindac [38194-50-2]
1816	628	metformin	INN	0.0000242	6	PC3	HT_HG-U133A	5500024024213121906564.D06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	4	Metformin hydrochloride [1115-70-4]
1817	628	sulfacetamide	INN	0.0000158	6	PC3	HT_HG-U133A	5500024024213121906564.C01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	14	Sulfacetamide sodic hydrate [6209-17-2]
1818	628	noretynodrel	INN	0.0000134	6	PC3	HT_HG-U133A	5500024024213121906564.C02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	24	Norethynodrel [68-23-5]
1819	628	triamterene	INN	0.0000158	6	PC3	HT_HG-U133A	5500024024213121906564.C03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	34	Triamterene [396-01-0]
1820	628	isoxicam	INN	0.000012	6	PC3	HT_HG-U133A	5500024024213121906564.C04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	44	Isoxicam [34552-84-6]
1821	628	mefenamic acid	INN	0.0000166	6	PC3	HT_HG-U133A	5500024024213121906564.C05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	54	Mefenamic acid [61-68-7]
1822	628	chlorpromazine	INN	0.0000112	6	PC3	HT_HG-U133A	5500024024213121906564.C06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	64	Chlorpromazine hydrochloride [69-09-0]
1823	628	amitriptyline	INN	0.0000128	6	PC3	HT_HG-U133A	5500024024213121906564.B01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	74	Amitryptiline hydrochloride [549-18-8]
1824	628	atracurium besilate	INN	0.0000032	6	PC3	HT_HG-U133A	5500024024213121906564.B02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	5	Atracurium besylate [64228-81-5]
1825	628	heptaminol	INN	0.000022	6	PC3	HT_HG-U133A	5500024024213121906564.B03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	15	Heptaminol hydrochloride [543-15-7]
1826	628	thiamphenicol	INN	0.0000112	6	PC3	HT_HG-U133A	5500024024213121906564.B04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	25	Thiamphenicol [15318-45-3]
1827	628	dapsone	INN	0.0000162	6	PC3	HT_HG-U133A	5500024024213121906564.B06	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	35	Dapsone [80-08-0]
1828	628	naproxen	INN	0.0000174	6	PC3	HT_HG-U133A	5500024024213121906564.A01	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	45	Naproxen [22204-53-1]
1829	628	acetohexamide	INN	0.0000124	6	PC3	HT_HG-U133A	5500024024213121906564.A02	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	55	Acetohexamide [968-81-0]
1830	628	diphenhydramine	INN	0.0000138	6	PC3	HT_HG-U133A	5500024024213121906564.A03	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	65	Diphenhydramine hydrochloride [147-24-0]
1831	628	adiphenine	INN	0.0000114	6	PC3	HT_HG-U133A	5500024024213121906564.A04	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	75	Adiphenine hydrochloride [50-42-0]
1832	628	isoflupredone	INN	0.0000096	6	PC3	HT_HG-U133A	5500024024213121906564.A05	.H01.G02.E03.D04.B05.A06	Axon ImageXpress	DMSO	Prestwick Chemical	6	Isoflupredone acetate [338-98-7]
1833	629	8-azaguanine		0.0000262	6	HL60	HT_HG-U133A	5500024024213121906564.H08	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	1	Azaguanine-8 [134-58-7]
1834	629	meticrane	INN	0.0000146	6	HL60	HT_HG-U133A	5500024024213121906564.H09	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	11	Meticrane [1084-65-7]
1835	629	trichostatin A		0.0000001	6	HL60	HT_HG-U133A	5500024024213121906564.H10	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
1836	629	sulfaphenazole	INN	0.0000128	6	HL60	HT_HG-U133A	5500024024213121906564.H11	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	21	Sulfaphenazole [526-08-9]
1837	629	chloramphenicol	INN	0.0000124	6	HL60	HT_HG-U133A	5500024024213121906564.H12	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	31	Chloramphenicol [56-75-7]
1838	629	procaine	INN	0.0000146	6	HL60	HT_HG-U133A	5500024024213121906564.G07	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	41	Procaine hydrochloride [51-05-8]
1839	629	metrifonate	INN	0.0000156	6	HL60	HT_HG-U133A	5500024024213121906564.G09	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	51	Trichlorfon [52-68-6]
1840	629	morantel	INN	0.0000108	6	HL60	HT_HG-U133A	5500024024213121906564.G10	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	61	Morantel tartrate [26155-31-7]
1841	629	todralazine	INN	0.0000148	6	HL60	HT_HG-U133A	5500024024213121906564.G11	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	71	Todralazine hydrochloride [3778-76-5]
1842	629	allantoin		0.0000252	6	HL60	HT_HG-U133A	5500024024213121906564.G12	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	2	Allantoin [97-59-6]
1843	629	benzonatate	INN	0.0000066	6	HL60	HT_HG-U133A	5500024024213121906564.F07	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	12	Benzonatate [104-31-4]
1844	629	dexpanthenol	INN	0.0000194	6	HL60	HT_HG-U133A	5500024024213121906564.F08	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	22	Panthenol (D) [81-13-0]
1845	629	epirizole	INN	0.000017	6	HL60	HT_HG-U133A	5500024024213121906564.F09	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	32	Epirizole [18694-40-1]
1846	629	moxisylyte	INN	0.0000126	6	HL60	HT_HG-U133A	5500024024213121906564.F10	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	42	Moxisylyte hydrochoride [964-52-3]
1847	629	carbamazepine	INN	0.000017	6	HL60	HT_HG-U133A	5500024024213121906564.F11	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	52	Carbamazepine [298-46-4]
1848	629	homatropine		0.0000112	6	HL60	HT_HG-U133A	5500024024213121906564.F12	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	62	Homatropine hydrobromide (R,S) [51-56-9]
1849	629	imipramine	INN	0.0000126	6	HL60	HT_HG-U133A	'5500024024213121906564.E07	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	72	Imipramine hydrochloride [113-52-0]
1850	629	acetazolamide	INN	0.000018	6	HL60	HT_HG-U133A	'5500024024213121906564.E08	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	3	Acetazolamide [59-66-5]
1851	629	hydroflumethiazide	INN	0.000012	6	HL60	HT_HG-U133A	'5500024024213121906564.E10	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	13	Hydroflumethiazide [135-09-1]
1852	629	sulfadiazine	INN	0.000016	6	HL60	HT_HG-U133A	'5500024024213121906564.E11	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	23	Sulfadiazine [68-35-9]
1853	629	diprophylline	INN	0.0000158	6	HL60	HT_HG-U133A	'5500024024213121906564.E12	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	33	Diprophylline [479-18-5]
1854	629	betazole	INN	0.000027	6	HL60	HT_HG-U133A	5500024024213121906564.D07	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	43	Betazole hydrochloride
1855	629	triflupromazine	INN	0.0000102	6	HL60	HT_HG-U133A	5500024024213121906564.D08	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	53	Triflupromazine hydrochloride [1098-60-8]
1856	629	nifedipine	INN	0.0000116	6	HL60	HT_HG-U133A	5500024024213121906564.D09	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	63	Nifedipine [21829-25-4]
1857	629	sulindac	INN	0.0000112	6	HL60	HT_HG-U133A	5500024024213121906564.D11	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	73	Sulindac [38194-50-2]
1858	629	metformin	INN	0.0000242	6	HL60	HT_HG-U133A	5500024024213121906564.D12	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	4	Metformin hydrochloride [1115-70-4]
1859	629	sulfacetamide	INN	0.0000158	6	HL60	HT_HG-U133A	5500024024213121906564.C07	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	14	Sulfacetamide sodic hydrate [6209-17-2]
1860	629	noretynodrel	INN	0.0000134	6	HL60	HT_HG-U133A	5500024024213121906564.C08	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	24	Norethynodrel [68-23-5]
1861	629	triamterene	INN	0.0000158	6	HL60	HT_HG-U133A	5500024024213121906564.C09	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	34	Triamterene [396-01-0]
1862	629	isoxicam	INN	0.000012	6	HL60	HT_HG-U133A	5500024024213121906564.C10	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	44	Isoxicam [34552-84-6]
1863	629	mefenamic acid	INN	0.0000166	6	HL60	HT_HG-U133A	5500024024213121906564.C11	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	54	Mefenamic acid [61-68-7]
1864	629	chlorpromazine	INN	0.0000112	6	HL60	HT_HG-U133A	5500024024213121906564.C12	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	64	Chlorpromazine hydrochloride [69-09-0]
1865	629	amitriptyline	INN	0.0000128	6	HL60	HT_HG-U133A	5500024024213121906564.B07	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	74	Amitryptiline hydrochloride [549-18-8]
1866	629	heptaminol	INN	0.000022	6	HL60	HT_HG-U133A	5500024024213121906564.B09	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	15	Heptaminol hydrochloride [543-15-7]
1867	629	thiamphenicol	INN	0.0000112	6	HL60	HT_HG-U133A	5500024024213121906564.B10	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	25	Thiamphenicol [15318-45-3]
1868	629	dapsone	INN	0.0000162	6	HL60	HT_HG-U133A	5500024024213121906564.B12	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	35	Dapsone [80-08-0]
1869	629	naproxen	INN	0.0000174	6	HL60	HT_HG-U133A	5500024024213121906564.A07	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	45	Naproxen [22204-53-1]
1870	629	acetohexamide	INN	0.0000124	6	HL60	HT_HG-U133A	5500024024213121906564.A08	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	55	Acetohexamide [968-81-0]
1871	629	diphenhydramine	INN	0.0000138	6	HL60	HT_HG-U133A	5500024024213121906564.A09	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	65	Diphenhydramine hydrochloride [147-24-0]
1872	629	adiphenine	INN	0.0000114	6	HL60	HT_HG-U133A	5500024024213121906564.A10	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	75	Adiphenine hydrochloride [50-42-0]
1873	629	isoflupredone	INN	0.0000096	6	HL60	HT_HG-U133A	5500024024213121906564.A11	.H07.G08.D10.B11.A12	Axon ImageXpress	DMSO	Prestwick Chemical	6	Isoflupredone acetate [338-98-7]
1883	610	sulfathiazole	INN	0.0000156	6	PC3	HG-U133A	610611110806.H02	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	16	Sulfathiazole [72-14-0]
1884	610	cimetidine	INN	0.0000158	6	PC3	HG-U133A	610611110806.H03	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	26	Cimetidine [51481-61-9]
1885	610	troleandomycin	INN	0.000005	6	PC3	HG-U133A	610611110806.H04	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	36	Troleandomycin [2751-09-9]
1886	610	naphazoline	INN	0.0000162	6	PC3	HG-U133A	610611110806.H05	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	46	Naphazoline hydrochloride [550-99-2]
1887	610	sulpiride	INN	0.0000118	6	PC3	HG-U133A	610611110806.H06	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	56	Sulpiride [15676-16-1]
1888	610	minaprine	INN	0.0000108	6	PC3	HG-U133A	610611110806.G01	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	66	Minaprine dihydrochloride [25953-17-7]
1889	610	cinchocaine	INN	0.0000116	6	PC3	HG-U133A	610611110806.G03	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	76	Dibucaine [85-79-0]
1890	610	amiloride	INN	0.0000132	6	PC3	HG-U133A	610611110806.G04	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	7	Amiloride hydrochloride dihydrate [17440-83-4]
1891	610	trichostatin A		0.0000001	6	PC3	HG-U133A	610611110806.G05	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Sigma-Aldrich	T8552	Trichostatin A, from Streptomyces sp.
1892	610	levodopa	INN	0.0000202	6	PC3	HG-U133A	610611110806.G06	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	17	Levodopa [59-92-7]
1893	610	doxylamine	INN	0.0000102	6	PC3	HG-U133A	610611110806.F01	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	27	Doxylamine succinate [562-10-7]
1894	610	pyrimethamine	INN	0.000016	6	PC3	HG-U133A	610611110806.F02	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	37	Pyrimethamine [58-14-0]
1895	610	ticlopidine	INN	0.0000134	6	PC3	HG-U133A	610611110806.F03	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	47	Ticlopidine hydrochloride [53885-35-1]
1896	610	miconazole	INN	0.0000096	6	PC3	HG-U133A	610611110806.F05	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	67	Miconazole [22916-47-8]
1897	610	prednisone	INN	0.0000112	6	PC3	HG-U133A	610611110806.F06	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	77	Prednisone [53-03-2]
1898	610	amprolium	INN	0.0000126	6	PC3	HG-U133A	'610611110806.E01	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	8	Amprolium hydrochloride [137-88-2]
1899	610	idoxuridine	INN	0.0000112	6	PC3	HG-U133A	'610611110806.E02	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	18	Idoxuridine [54-42-2]
1900	610	ethambutol	INN	0.0000144	6	PC3	HG-U133A	'610611110806.E04	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	28	Ethambutol dihydrochloride [1070-11-7]
1901	610	hexamethonium bromide	INN	0.00001	6	PC3	HG-U133A	'610611110806.E05	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	38	Hexamethonium dibromide dihydrate [55-97-0]
1902	610	dicycloverine	INN	0.0000116	6	PC3	HG-U133A	'610611110806.E06	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	48	Dicyclomine hydrochloride [67-92-5]
1903	610	oxetacaine	INN	0.0000086	6	PC3	HG-U133A	610611110806.D01	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	58	Oxethazaine [126-27-2]
1904	610	isoxsuprine	INN	0.0000118	6	PC3	HG-U133A	610611110806.D02	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	68	Isoxsuprine hydrochloride [579-56-6]
1905	610	thioridazine	INN	0.0000098	6	PC3	HG-U133A	610611110806.D03	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	78	Thioridazine hydrochloride [130-61-0]
1906	610	hydrochlorothiazide	INN	0.0000134	6	PC3	HG-U133A	610611110806.D05	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	9	Hydrochlorothiazide [58-93-5]
1907	610	captopril	INN	0.0000172	6	PC3	HG-U133A	610611110806.D06	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	19	Captopril [62571-86-2]
1908	610	diflunisal	INN	0.000016	6	PC3	HG-U133A	610611110806.C02	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	39	Diflunisal [22494-42-4]
1909	610	amylocaine		0.0000148	6	PC3	HG-U133A	610611110806.C03	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	49	Amyleine hydrochloride [532-59-2]
1910	610	pheniramine	INN	0.0000112	6	PC3	HG-U133A	610611110806.C04	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	59	Pheniramine maleate [132-20-7]
1911	610	acebutolol	INN	0.0000108	6	PC3	HG-U133A	610611110806.C05	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	69	Acebutolol hydrochloride [34381-68-5]
1912	610	diphemanil metilsulfate	INN	0.0000102	6	PC3	HG-U133A	610611110806.C06	.H01.G02.E03.D04.B05.A06	GS3000	DMSO	Prestwick Chemical	79	Diphemanil methylsulfate [62-97-5]
